__v,_id,className,day,name,profession,status,teacher,time,wday
0,6279295d9449e99793b9921e,ח1,03/04/2022,עינב בן חמו,היסטוריה,present,שלי מיכאלאשוילי,10:25,Sunday
0,6279295d9449e99793b9921b,ח1,03/04/2022,דודי ביטון,היסטוריה,home,שלי מיכאלאשוילי,10:25,Sunday
0,6279295d9449e99793b99219,ח1,03/04/2022,ביבי נתניהו,היסטוריה,present,שלי מיכאלאשוילי,10:25,Sunday
0,6279295d9449e99793b9922b,ח3,03/04/2022,בראד פיט,אנגלית,present,עוז שלום,10:27,Sunday
0,6279295d9449e99793b99228,ח2,03/04/2022,מנדל שמעון עמר,ערבית,home,ליאור סבוני,10:26,Sunday
0,6279295d9449e99793b99226,ח2,03/04/2022,יעל בר זוהר,ערבית,present,ליאור סבוני,10:26,Sunday
0,6279295d9449e99793b9922a,ח3,03/04/2022,אביחי ממן,אנגלית,present,עוז שלום,10:27,Sunday
0,6279295d9449e99793b99227,ח2,03/04/2022,ליאור אוחנה,ערבית,home,ליאור סבוני,10:26,Sunday
0,6279295d9449e99793b99225,ח2,03/04/2022,יהודית מנדלבוים,ערבית,present,ליאור סבוני,10:26,Sunday
0,6279295d9449e99793b99224,ח2,03/04/2022,יאיר לפיד,ערבית,evasion,ליאור סבוני,10:26,Sunday
0,6279295d9449e99793b99223,ח2,03/04/2022,טל חדד,ערבית,present,ליאור סבוני,10:26,Sunday
0,6279295d9449e99793b99222,ח2,03/04/2022,דונלד טראמפ,ערבית,evasion,ליאור סבוני,10:26,Sunday
0,6279295d9449e99793b99229,ח2,03/04/2022,נועה קירל,ערבית,present,ליאור סבוני,10:26,Sunday
0,6279295d9449e99793b99236,ח1,03/04/2022,אנג׳לינה ג׳ולי,לשון,present,סמדר שולמן,12:24,Sunday
0,6279295d9449e99793b99231,ח3,03/04/2022,דניאל אסייג,אנגלית,present,עוז שלום,10:27,Sunday
0,6279295d9449e99793b99233,ח3,03/04/2022,עדן דדון,אנגלית,home,עוז שלום,10:27,Sunday
0,6279295d9449e99793b9922d,ח3,03/04/2022,ג׳ו ביידן,אנגלית,present,עוז שלום,10:27,Sunday
0,6279295d9449e99793b99234,ח1,03/04/2022,אגם בוחבוט,לשון,present,סמדר שולמן,12:24,Sunday
0,6279295d9449e99793b99232,ח3,03/04/2022,נופר צדפיה,אנגלית,present,עוז שלום,10:27,Sunday
0,6279295d9449e99793b9922e,ח3,03/04/2022,ג׳וני דפ,אנגלית,present,עוז שלום,10:27,Sunday
0,6279295d9449e99793b99235,ח1,03/04/2022,אמבר הרד,לשון,present,סמדר שולמן,12:24,Sunday
0,6279295d9449e99793b99230,ח3,03/04/2022,גיא דהן,אנגלית,home,עוז שלום,10:27,Sunday
0,6279295d9449e99793b9922f,ח3,03/04/2022,ג׳ייסון סטטהם,אנגלית,present,עוז שלום,10:27,Sunday
0,6279295d9449e99793b9922c,ח3,03/04/2022,ברק אובמה,אנגלית,present,עוז שלום,10:27,Sunday
0,6279295d9449e99793b99242,ח2,03/04/2022,יאיר לפיד,"תנ""ך",present,אלעד דהן,12:25,Sunday
0,6279295d9449e99793b9923d,ח1,03/04/2022,שקד בן חמו,לשון,evasion,סמדר שולמן,12:24,Sunday
0,6279295d9449e99793b99240,ח2,03/04/2022,דונלד טראמפ,"תנ""ך",present,אלעד דהן,12:25,Sunday
0,6279295d9449e99793b9923b,ח1,03/04/2022,עדן מוזס,לשון,home,סמדר שולמן,12:24,Sunday
0,6279295d9449e99793b99241,ח2,03/04/2022,טל חדד,"תנ""ך",present,אלעד דהן,12:25,Sunday
0,6279295d9449e99793b9923f,ח2,03/04/2022,דודו אהרון,"תנ""ך",evasion,אלעד דהן,12:25,Sunday
0,6279295d9449e99793b9923e,ח2,03/04/2022,ג׳סטין ביבר,"תנ""ך",evasion,אלעד דהן,12:25,Sunday
0,6279295d9449e99793b99239,ח1,03/04/2022,דודי ביטון,לשון,home,סמדר שולמן,12:24,Sunday
0,6279295d9449e99793b99237,ח1,03/04/2022,ביבי נתניהו,לשון,present,סמדר שולמן,12:24,Sunday
0,6279295d9449e99793b99238,ח1,03/04/2022,בר רפאלי,לשון,present,סמדר שולמן,12:24,Sunday
0,6279295d9449e99793b9923a,ח1,03/04/2022,סיטארה אלייב,לשון,present,סמדר שולמן,12:24,Sunday
0,6279295d9449e99793b9923c,ח1,03/04/2022,עינב בן חמו,לשון,present,סמדר שולמן,12:24,Sunday
0,6279295d9449e99793b9924d,ח3,03/04/2022,ג׳ייסון סטטהם,חשבון,present,חיים כהן,12:27,Sunday
0,6279295d9449e99793b9924f,ח3,03/04/2022,דניאל אסייג,חשבון,evasion,חיים כהן,12:27,Sunday
0,6279295d9449e99793b9924c,ח3,03/04/2022,ג׳וני דפ,חשבון,present,חיים כהן,12:27,Sunday
0,6279295d9449e99793b9924e,ח3,03/04/2022,גיא דהן,חשבון,home,חיים כהן,12:27,Sunday
0,6279295d9449e99793b99248,ח3,03/04/2022,אביחי ממן,חשבון,present,חיים כהן,12:27,Sunday
0,6279295d9449e99793b99247,ח2,03/04/2022,נועה קירל,"תנ""ך",present,אלעד דהן,12:25,Sunday
0,6279295d9449e99793b99244,ח2,03/04/2022,יעל בר זוהר,"תנ""ך",present,אלעד דהן,12:25,Sunday
0,6279295d9449e99793b9924b,ח3,03/04/2022,ג׳ו ביידן,חשבון,present,חיים כהן,12:27,Sunday
0,6279295d9449e99793b99249,ח3,03/04/2022,בראד פיט,חשבון,present,חיים כהן,12:27,Sunday
0,6279295d9449e99793b99245,ח2,03/04/2022,ליאור אוחנה,"תנ""ך",home,אלעד דהן,12:25,Sunday
0,6279295d9449e99793b9924a,ח3,03/04/2022,ברק אובמה,חשבון,present,חיים כהן,12:27,Sunday
0,6279295d9449e99793b99243,ח2,03/04/2022,יהודית מנדלבוים,"תנ""ך",present,אלעד דהן,12:25,Sunday
0,6279295d9449e99793b99246,ח2,03/04/2022,מנדל שמעון עמר,"תנ""ך",home,אלעד דהן,12:25,Sunday
0,6279295d9449e99793b99251,ח3,03/04/2022,עדן דדון,חשבון,home,חיים כהן,12:27,Sunday
0,6279295d9449e99793b99250,ח3,03/04/2022,נופר צדפיה,חשבון,evasion,חיים כהן,12:27,Sunday
0,62792e73c57d0564203bfb14,ח1,04/04/2022,אנג׳לינה ג׳ולי,אנגלית,present,עוז שלום,08:27,Monday
0,62792e73c57d0564203bfb13,ח1,04/04/2022,אמבר הרד,אנגלית,present,עוז שלום,08:27,Monday
0,62792e73c57d0564203bfb12,ח1,04/04/2022,אגם בוחבוט,אנגלית,present,עוז שלום,08:27,Monday
0,62792e73c57d0564203bfb18,ח1,04/04/2022,סיטארה אלייב,אנגלית,present,עוז שלום,08:27,Monday
0,62792e73c57d0564203bfb17,ח1,04/04/2022,דודי ביטון,אנגלית,home,עוז שלום,08:27,Monday
0,62792e73c57d0564203bfb16,ח1,04/04/2022,בר רפאלי,אנגלית,present,עוז שלום,08:27,Monday
0,62792e73c57d0564203bfb15,ח1,04/04/2022,ביבי נתניהו,אנגלית,present,עוז שלום,08:27,Monday
0,62792e73c57d0564203bfb1c,ח2,04/04/2022,ג׳סטין ביבר,חשבון,present,חיים כהן,08:23,Monday
0,62792e73c57d0564203bfb1a,ח1,04/04/2022,עינב בן חמו,אנגלית,present,עוז שלום,08:27,Monday
0,62792e73c57d0564203bfb1d,ח2,04/04/2022,דודו אהרון,חשבון,present,חיים כהן,08:23,Monday
0,62792e73c57d0564203bfb1b,ח1,04/04/2022,שקד בן חמו,אנגלית,present,עוז שלום,08:27,Monday
0,62792e73c57d0564203bfb19,ח1,04/04/2022,עדן מוזס,אנגלית,home,עוז שלום,08:27,Monday
0,62792e73c57d0564203bfb21,ח2,04/04/2022,יהודית מנדלבוים,חשבון,present,חיים כהן,08:23,Monday
0,62792e73c57d0564203bfb22,ח2,04/04/2022,יעל בר זוהר,חשבון,present,חיים כהן,08:23,Monday
0,62792e73c57d0564203bfb23,ח2,04/04/2022,ליאור אוחנה,חשבון,home,חיים כהן,08:23,Monday
0,62792e73c57d0564203bfb20,ח2,04/04/2022,יאיר לפיד,חשבון,present,חיים כהן,08:23,Monday
0,62792e73c57d0564203bfb1f,ח2,04/04/2022,טל חדד,חשבון,present,חיים כהן,08:23,Monday
0,62792e73c57d0564203bfb1e,ח2,04/04/2022,דונלד טראמפ,חשבון,present,חיים כהן,08:23,Monday
0,62792e73c57d0564203bfb27,ח3,04/04/2022,בראד פיט,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,62792e73c57d0564203bfb2a,ח3,04/04/2022,ג׳וני דפ,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,62792e73c57d0564203bfb29,ח3,04/04/2022,ג׳ו ביידן,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,62792e73c57d0564203bfb28,ח3,04/04/2022,ברק אובמה,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,62792e73c57d0564203bfb25,ח2,04/04/2022,נועה קירל,חשבון,present,חיים כהן,08:23,Monday
0,62792e73c57d0564203bfb26,ח3,04/04/2022,אביחי ממן,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,62792e73c57d0564203bfb24,ח2,04/04/2022,מנדל שמעון עמר,חשבון,home,חיים כהן,08:23,Monday
0,62792e73c57d0564203bfb32,ח1,04/04/2022,אנג׳לינה ג׳ולי,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,62792e73c57d0564203bfb31,ח1,04/04/2022,אמבר הרד,פיזיקה,evasion,גליה מוריוסף,10:25,Monday
0,62792e73c57d0564203bfb2c,ח3,04/04/2022,גיא דהן,היסטוריה,home,שלי מיכאלאשוילי,08:29,Monday
0,62792e73c57d0564203bfb2f,ח3,04/04/2022,עדן דדון,היסטוריה,home,שלי מיכאלאשוילי,08:29,Monday
0,62792e73c57d0564203bfb2d,ח3,04/04/2022,דניאל אסייג,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,62792e73c57d0564203bfb2e,ח3,04/04/2022,נופר צדפיה,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,62792e73c57d0564203bfb30,ח1,04/04/2022,אגם בוחבוט,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,62792e73c57d0564203bfb2b,ח3,04/04/2022,ג׳ייסון סטטהם,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,62792e73c57d0564203bfb3a,ח2,04/04/2022,ג׳סטין ביבר,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,62792e73c57d0564203bfb34,ח1,04/04/2022,בר רפאלי,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,62792e73c57d0564203bfb37,ח1,04/04/2022,עדן מוזס,פיזיקה,home,גליה מוריוסף,10:25,Monday
0,62792e73c57d0564203bfb39,ח1,04/04/2022,שקד בן חמו,פיזיקה,evasion,גליה מוריוסף,10:25,Monday
0,62792e73c57d0564203bfb35,ח1,04/04/2022,דודי ביטון,פיזיקה,home,גליה מוריוסף,10:25,Monday
0,62792e73c57d0564203bfb36,ח1,04/04/2022,סיטארה אלייב,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,62792e73c57d0564203bfb3b,ח2,04/04/2022,דודו אהרון,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,62792e73c57d0564203bfb38,ח1,04/04/2022,עינב בן חמו,פיזיקה,evasion,גליה מוריוסף,10:25,Monday
0,62792e73c57d0564203bfb33,ח1,04/04/2022,ביבי נתניהו,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,62792e73c57d0564203bfb3e,ח2,04/04/2022,יאיר לפיד,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,62792e73c57d0564203bfb44,ח3,04/04/2022,אביחי ממן,לשון,evasion,סמדר שולמן,10:23,Monday
0,62792e73c57d0564203bfb3d,ח2,04/04/2022,טל חדד,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,62792e73c57d0564203bfb41,ח2,04/04/2022,ליאור אוחנה,היסטוריה,home,שלי מיכאלאשוילי,10:23,Monday
0,62792e73c57d0564203bfb43,ח2,04/04/2022,נועה קירל,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,62792e73c57d0564203bfb3f,ח2,04/04/2022,יהודית מנדלבוים,היסטוריה,evasion,שלי מיכאלאשוילי,10:23,Monday
0,62792e73c57d0564203bfb45,ח3,04/04/2022,בראד פיט,לשון,present,סמדר שולמן,10:23,Monday
0,62792e73c57d0564203bfb42,ח2,04/04/2022,מנדל שמעון עמר,היסטוריה,home,שלי מיכאלאשוילי,10:23,Monday
0,62792e73c57d0564203bfb40,ח2,04/04/2022,יעל בר זוהר,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,62792e73c57d0564203bfb3c,ח2,04/04/2022,דונלד טראמפ,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,62792e73c57d0564203bfb47,ח3,04/04/2022,ג׳ו ביידן,לשון,evasion,סמדר שולמן,10:23,Monday
0,62792e73c57d0564203bfb49,ח3,04/04/2022,ג׳ייסון סטטהם,לשון,present,סמדר שולמן,10:23,Monday
0,62792e73c57d0564203bfb50,ח1,04/04/2022,אנג׳לינה ג׳ולי,"תנ""ך",present,אלעד דהן,12:25,Monday
0,62792e73c57d0564203bfb4a,ח3,04/04/2022,גיא דהן,לשון,home,סמדר שולמן,10:23,Monday
0,62792e73c57d0564203bfb4d,ח3,04/04/2022,עדן דדון,לשון,home,סמדר שולמן,10:23,Monday
0,62792e73c57d0564203bfb48,ח3,04/04/2022,ג׳וני דפ,לשון,present,סמדר שולמן,10:23,Monday
0,62792e73c57d0564203bfb4f,ח1,04/04/2022,אמבר הרד,"תנ""ך",present,אלעד דהן,12:25,Monday
0,62792e73c57d0564203bfb46,ח3,04/04/2022,ברק אובמה,לשון,present,סמדר שולמן,10:23,Monday
0,62792e73c57d0564203bfb4e,ח1,04/04/2022,אגם בוחבוט,"תנ""ך",present,אלעד דהן,12:25,Monday
0,62792e73c57d0564203bfb4b,ח3,04/04/2022,דניאל אסייג,לשון,present,סמדר שולמן,10:23,Monday
0,62792e73c57d0564203bfb4c,ח3,04/04/2022,נופר צדפיה,לשון,present,סמדר שולמן,10:23,Monday
0,62792e73c57d0564203bfb55,ח1,04/04/2022,עדן מוזס,"תנ""ך",home,אלעד דהן,12:25,Monday
0,62792e73c57d0564203bfb59,ח2,04/04/2022,דודו אהרון,לשון,present,סמדר שולמן,12:23,Monday
0,62792e73c57d0564203bfb5a,ח2,04/04/2022,דונלד טראמפ,לשון,present,סמדר שולמן,12:23,Monday
0,62792e73c57d0564203bfb57,ח1,04/04/2022,שקד בן חמו,"תנ""ך",present,אלעד דהן,12:25,Monday
0,62792e73c57d0564203bfb54,ח1,04/04/2022,סיטארה אלייב,"תנ""ך",present,אלעד דהן,12:25,Monday
0,62792e73c57d0564203bfb58,ח2,04/04/2022,ג׳סטין ביבר,לשון,evasion,סמדר שולמן,12:23,Monday
0,62792e73c57d0564203bfb56,ח1,04/04/2022,עינב בן חמו,"תנ""ך",present,אלעד דהן,12:25,Monday
0,62792e73c57d0564203bfb5b,ח2,04/04/2022,טל חדד,לשון,present,סמדר שולמן,12:23,Monday
0,62792e73c57d0564203bfb53,ח1,04/04/2022,דודי ביטון,"תנ""ך",home,אלעד דהן,12:25,Monday
0,62792e73c57d0564203bfb5c,ח2,04/04/2022,יאיר לפיד,לשון,present,סמדר שולמן,12:23,Monday
0,62792e73c57d0564203bfb52,ח1,04/04/2022,בר רפאלי,"תנ""ך",present,אלעד דהן,12:25,Monday
0,62792e73c57d0564203bfb51,ח1,04/04/2022,ביבי נתניהו,"תנ""ך",present,אלעד דהן,12:25,Monday
0,62792e73c57d0564203bfb5e,ח2,04/04/2022,יעל בר זוהר,לשון,present,סמדר שולמן,12:23,Monday
0,62792e73c57d0564203bfb69,ח3,04/04/2022,דניאל אסייג,ספרות,present,אושרי גנאח,12:26,Monday
0,62792e73c57d0564203bfb62,ח3,04/04/2022,אביחי ממן,ספרות,present,אושרי גנאח,12:26,Monday
0,62792e73c57d0564203bfb65,ח3,04/04/2022,ג׳ו ביידן,ספרות,present,אושרי גנאח,12:26,Monday
0,62792e73c57d0564203bfb60,ח2,04/04/2022,מנדל שמעון עמר,לשון,home,סמדר שולמן,12:23,Monday
0,62792e73c57d0564203bfb64,ח3,04/04/2022,ברק אובמה,ספרות,present,אושרי גנאח,12:26,Monday
0,62792e73c57d0564203bfb63,ח3,04/04/2022,בראד פיט,ספרות,present,אושרי גנאח,12:26,Monday
0,62792e73c57d0564203bfb5f,ח2,04/04/2022,ליאור אוחנה,לשון,home,סמדר שולמן,12:23,Monday
0,62792e73c57d0564203bfb68,ח3,04/04/2022,גיא דהן,ספרות,home,אושרי גנאח,12:26,Monday
0,62792e73c57d0564203bfb61,ח2,04/04/2022,נועה קירל,לשון,present,סמדר שולמן,12:23,Monday
0,62792e73c57d0564203bfb66,ח3,04/04/2022,ג׳וני דפ,ספרות,evasion,אושרי גנאח,12:26,Monday
0,62792e73c57d0564203bfb5d,ח2,04/04/2022,יהודית מנדלבוים,לשון,present,סמדר שולמן,12:23,Monday
0,62792e73c57d0564203bfb67,ח3,04/04/2022,ג׳ייסון סטטהם,ספרות,evasion,אושרי גנאח,12:26,Monday
0,62792e73c57d0564203bfb6a,ח3,04/04/2022,נופר צדפיה,ספרות,present,אושרי גנאח,12:26,Monday
0,62792e73c57d0564203bfb6b,ח3,04/04/2022,עדן דדון,ספרות,home,אושרי גנאח,12:26,Monday
0,627931ef8bc371b88f3aca8c,ח1,05/04/2022,אמבר הרד,היסטוריה,present,שלי מיכאלאשוילי,08:25,Tuesday
0,627931ef8bc371b88f3aca8d,ח1,05/04/2022,אנג׳לינה ג׳ולי,היסטוריה,present,שלי מיכאלאשוילי,08:25,Tuesday
0,627931ef8bc371b88f3aca8b,ח1,05/04/2022,אגם בוחבוט,היסטוריה,present,שלי מיכאלאשוילי,08:25,Tuesday
0,627931ef8bc371b88f3aca90,ח1,05/04/2022,דודי ביטון,היסטוריה,present,שלי מיכאלאשוילי,08:25,Tuesday
0,627931ef8bc371b88f3aca91,ח1,05/04/2022,סיטארה אלייב,היסטוריה,present,שלי מיכאלאשוילי,08:25,Tuesday
0,627931ef8bc371b88f3aca8f,ח1,05/04/2022,בר רפאלי,היסטוריה,present,שלי מיכאלאשוילי,08:25,Tuesday
0,627931ef8bc371b88f3aca8e,ח1,05/04/2022,ביבי נתניהו,היסטוריה,present,שלי מיכאלאשוילי,08:25,Tuesday
0,627931ef8bc371b88f3aca93,ח1,05/04/2022,עינב בן חמו,היסטוריה,present,שלי מיכאלאשוילי,08:25,Tuesday
0,627931ef8bc371b88f3aca96,ח2,05/04/2022,דודו אהרון,חשבון,present,חיים כהן,08:22,Tuesday
0,627931ef8bc371b88f3aca94,ח1,05/04/2022,שקד בן חמו,היסטוריה,present,שלי מיכאלאשוילי,08:25,Tuesday
0,627931ef8bc371b88f3aca95,ח2,05/04/2022,ג׳סטין ביבר,חשבון,present,חיים כהן,08:22,Tuesday
0,627931ef8bc371b88f3aca92,ח1,05/04/2022,עדן מוזס,היסטוריה,present,שלי מיכאלאשוילי,08:25,Tuesday
0,627931ef8bc371b88f3aca9b,ח2,05/04/2022,יעל בר זוהר,חשבון,present,חיים כהן,08:22,Tuesday
0,627931ef8bc371b88f3aca98,ח2,05/04/2022,טל חדד,חשבון,present,חיים כהן,08:22,Tuesday
0,627931ef8bc371b88f3aca9c,ח2,05/04/2022,ליאור אוחנה,חשבון,present,חיים כהן,08:22,Tuesday
0,627931ef8bc371b88f3aca99,ח2,05/04/2022,יאיר לפיד,חשבון,present,חיים כהן,08:22,Tuesday
0,627931ef8bc371b88f3aca9a,ח2,05/04/2022,יהודית מנדלבוים,חשבון,present,חיים כהן,08:22,Tuesday
0,627931ef8bc371b88f3aca97,ח2,05/04/2022,דונלד טראמפ,חשבון,present,חיים כהן,08:22,Tuesday
0,627931ef8bc371b88f3aca9e,ח2,05/04/2022,נועה קירל,חשבון,present,חיים כהן,08:22,Tuesday
0,627931ef8bc371b88f3acaa1,ח3,05/04/2022,ברק אובמה,ספרות,present,אושרי גנאח,08:26,Tuesday
0,627931ef8bc371b88f3acaa3,ח3,05/04/2022,ג׳וני דפ,ספרות,present,אושרי גנאח,08:26,Tuesday
0,627931ef8bc371b88f3acaa2,ח3,05/04/2022,ג׳ו ביידן,ספרות,present,אושרי גנאח,08:26,Tuesday
0,627931ef8bc371b88f3aca9f,ח3,05/04/2022,אביחי ממן,ספרות,present,אושרי גנאח,08:26,Tuesday
0,627931ef8bc371b88f3acaa0,ח3,05/04/2022,בראד פיט,ספרות,present,אושרי גנאח,08:26,Tuesday
0,627931ef8bc371b88f3aca9d,ח2,05/04/2022,מנדל שמעון עמר,חשבון,present,חיים כהן,08:22,Tuesday
0,627931ef8bc371b88f3acaaa,ח1,05/04/2022,אמבר הרד,לשון,present,סמדר שולמן,10:27,Tuesday
0,627931ef8bc371b88f3acaa5,ח3,05/04/2022,גיא דהן,ספרות,present,אושרי גנאח,08:26,Tuesday
0,627931ef8bc371b88f3acaa9,ח1,05/04/2022,אגם בוחבוט,לשון,present,סמדר שולמן,10:27,Tuesday
0,627931ef8bc371b88f3acaab,ח1,05/04/2022,אנג׳לינה ג׳ולי,לשון,present,סמדר שולמן,10:27,Tuesday
0,627931ef8bc371b88f3acaa7,ח3,05/04/2022,נופר צדפיה,ספרות,present,אושרי גנאח,08:26,Tuesday
0,627931ef8bc371b88f3acaa8,ח3,05/04/2022,עדן דדון,ספרות,present,אושרי גנאח,08:26,Tuesday
0,627931ef8bc371b88f3acaa6,ח3,05/04/2022,דניאל אסייג,ספרות,present,אושרי גנאח,08:26,Tuesday
0,627931ef8bc371b88f3acaa4,ח3,05/04/2022,ג׳ייסון סטטהם,ספרות,present,אושרי גנאח,08:26,Tuesday
0,627931ef8bc371b88f3acab4,ח2,05/04/2022,דודו אהרון,"תנ""ך",present,אלעד דהן,10:28,Tuesday
0,627931ef8bc371b88f3acab1,ח1,05/04/2022,עינב בן חמו,לשון,present,סמדר שולמן,10:27,Tuesday
0,627931ef8bc371b88f3acab3,ח2,05/04/2022,ג׳סטין ביבר,"תנ""ך",present,אלעד דהן,10:28,Tuesday
0,627931ef8bc371b88f3acaae,ח1,05/04/2022,דודי ביטון,לשון,present,סמדר שולמן,10:27,Tuesday
0,627931ef8bc371b88f3acab0,ח1,05/04/2022,עדן מוזס,לשון,present,סמדר שולמן,10:27,Tuesday
0,627931ef8bc371b88f3acaad,ח1,05/04/2022,בר רפאלי,לשון,present,סמדר שולמן,10:27,Tuesday
0,627931ef8bc371b88f3acaac,ח1,05/04/2022,ביבי נתניהו,לשון,present,סמדר שולמן,10:27,Tuesday
